Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Current_Age,Price_Per_KM
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,First,15.0,1591.0,121.0,5.0,16.0,12.13,6,0.00030006376354975434
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497.0,121.0,5.0,11.0,8.75,7,0.0005045871559633027
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194.0,94.0,5.0,8.0,7.23,6,0.007992007992007992
5254,Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,22.0,1582.0,126.0,5.0,20.0,7.5,11,0.00011764705882352942
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,8.9,8,0.00012941176470588234
5260,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,First,23.0,1364.0,67.0,5.0,9.0,4.9,10,0.0001444112833349379
5261,Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.69,9,0.00010546020195628675
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,First,23.0,1199.0,84.0,5.0,5.0,3.98,8,0.000925925925925926
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,Petrol,Manual,First,17.0,1198.0,73.0,5.0,8.0,6.69,7,0.0005488474204171241
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497.0,117.0,7.0,15.0,9.5,7,0.0008823529411764706
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,23.0,998.0,67.0,5.0,5.0,5.63,6,0.00040723244828147904
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,First,15.0,1591.0,121.0,5.0,15.0,11.78,6,0.0008491367110104727
5279,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,Petrol,Manual,First,17.0,1193.0,88.0,5.0,6.0,4.8,7,9.23076923076923e-05
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,First,16.0,1598.0,103.0,5.0,10.0,3.49,10,0.0002631578947368421
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,Diesel,Manual,First,20.0,1498.0,88.0,5.0,10.0,6.3,8,0.00033730225655209634
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,21.0,998.0,100.0,5.0,9.0,8.15,6,0.00020623753981530282
5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,62.0,35.0,7,0.0029523809523809524
5308,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22.0,1197.0,81.0,5.0,7.0,4.5,11,9.45945945945946e-05
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.0,1498.0,88.0,5.0,9.0,6.9,7,0.00036
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,67.0,35.5,9,0.00335
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,First,24.0,1186.0,73.0,5.0,8.0,6.28,6,0.0002449254508159079
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.0,1248.0,74.0,5.0,7.0,3.7,8,6.978854072161351e-05
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,2.9,10,0.00011537352177675224
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,24.0,1186.0,73.0,5.0,8.0,4.25,9,0.0001349960344914868
5328,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,53.0,29.5,9,0.0011276595744680851
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498.0,98.0,5.0,12.0,10.9,6,0.0009230769230769231
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.0,998.0,67.0,5.0,6.0,4.3,9,0.0001229306671037535
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.0,1197.0,81.0,5.0,10.0,8.6,5,0.01
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,21.0,1498.0,108.0,5.0,10.0,6.75,8,0.0005
5353,Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.0,1197.0,103.0,5.0,10.0,7.4,9,0.00037989590852106523
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.0,2523.0,62.0,7.0,11.0,7.21,8,0.00016923076923076923
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.0,1186.0,73.0,5.0,8.0,4.2,7,0.00015686274509803922
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.0,2393.0,147.0,7.0,19.0,16.5,8,0.0002602739726027397
5375,Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.0,5.15,9,0.00017749828840936177
5384,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.0,1193.0,88.0,5.0,7.0,3.7,10,0.00019444444444444443
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,2.25,14,0.00013259082471492973
5396,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.0,1248.0,88.0,7.0,10.0,8.49,6,0.00019517526739011633
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22.0,1197.0,81.0,5.0,8.0,5.5,7,0.00019047619047619048
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.0,1798.0,138.0,5.0,25.0,11.99,8,0.0003022061045633122
5420,BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.0,1995.0,190.0,5.0,57.0,29.99,8,0.003
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.0,998.0,67.0,5.0,5.0,4.25,8,0.00016666666666666666
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,8.25,8,0.0005
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.0,1199.0,88.0,5.0,9.0,8.2,5,0.0006468770214906922
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,38.0,24.46,8,0.0014497176865557759
5448,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.0,1193.0,88.0,5.0,7.0,3.9,10,0.0002978723404255319
5450,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.0,1197.0,81.0,5.0,6.0,3.65,9,0.00023076923076923076
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.0,1186.0,73.0,5.0,8.0,5.0,8,0.0003076923076923077
5465,Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.85,7,0.00014139471749335445
5470,BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,48.0,11.5,14,0.0008275862068965517
5479,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,22.0,999.0,67.0,5.0,5.0,4.5,6,0.00035714285714285714
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,20.0,1582.0,126.0,5.0,19.0,13.82,8,0.0004009115462525321
5507,Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.0,1248.0,73.0,5.0,7.0,6.0,7,0.00014583333333333335
5509,Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,25.0,799.0,53.0,5.0,3.0,2.55,8,0.00011538461538461538
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.0,8,0.00011428571428571428
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.0,1995.0,190.0,5.0,70.0,61.25,6,0.05
5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.0,1998.0,189.0,4.0,39.0,28.95,8,0.0018474656560871624
5527,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.0,1197.0,78.0,5.0,6.0,4.57,9,9.37426763534099e-05
5534,Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.0,1198.0,75.0,5.0,9.0,4.6,9,0.0002579166069637484
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,20.0,18.36,7,0.0009620472365193131
5545,Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.0,2993.0,255.0,5.0,1.0,64.75,10,2.1276595744680852e-05
5558,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,71.0,30.37,8,0.0009386940254108439
5560,Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.0,5.09,5,0.0006090133982947625
5564,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,54.0,21.33,8,0.0008653291455675918
5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,55.0,35.84,7,0.0016066838046272494
5569,Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.0,1997.0,152.0,5.0,33.0,3.0,20,0.00024444444444444443
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.0,1461.0,108.0,5.0,15.0,6.75,12,0.0001875
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.0,2755.0,174.0,7.0,34.0,30.85,5,0.0012113007232177847
5604,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.0,1461.0,84.0,5.0,11.0,4.0,12,0.00015714285714285713
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.0,1197.0,81.0,5.0,6.0,6.25,5,0.01
5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.0,1047.0,69.0,5.0,7.0,5.5,7,0.0004311672312904219
5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.0,1798.0,177.0,5.0,33.0,17.08,7,0.0004481199331893918
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.0,5.0,13.0,4.25,12,0.0001731970849598316
5632,Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,10.0,7.9,6,0.0033333333333333335
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.0,1498.0,88.0,5.0,10.0,5.65,10,0.00018885384600857396
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,2.2,8,3.1746031746031745e-05
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.0,1498.0,108.0,5.0,14.0,10.0,7,0.0005
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,4.75,7,0.00013043478260869564
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.0,1197.0,83.0,5.0,8.0,7.39,6,0.00024132730015082957
5695,Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,12.0,5.75,12,0.00035294117647058826
5708,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.0,7.0,15.0,9.5,7,0.0009089256498818396
5715,Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,13.0,11.66,5,0.0005824111822947001
5736,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,First,18.0,1198.0,82.0,6.0,7.0,5.5,6,0.00016666666666666666
5749,Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.0,1497.0,117.0,5.0,11.0,10.07,6,0.0009376065461984317
5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.0,2393.0,147.0,7.0,21.0,16.95,7,0.0006774193548387097
5762,Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.0,1969.0,190.0,5.0,45.0,21.5,10,0.0008823529411764706
5765,Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,18.0,1198.0,86.0,5.0,5.0,2.75,12,0.00012402331638348009
5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.0,1199.0,84.0,5.0,6.0,6.94,5,0.00028968713789107763
5778,Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.0,1461.0,83.0,5.0,15.0,6.25,9,0.0002550283081422038
5788,Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,Petrol,Manual,First,23.0,1199.0,84.0,5.0,6.0,4.8,7,0.00027272727272727274
5789,Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.0,3.8,5,0.0005090353779587681
5795,Honda Amaze VX Petrol,Mumbai,2014,21000,Petrol,Manual,First,19.0,1199.0,86.0,5.0,8.0,4.75,10,0.00038095238095238096
5799,Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,Diesel,Automatic,First,21.0,1498.0,108.0,5.0,15.0,10.0,8,0.0007894736842105263
5805,Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.0,1598.0,103.0,5.0,12.0,9.66,5,0.0005656641840294145
5808,Maruti Celerio VXI AMT,Kolkata,2016,30000,Petrol,Automatic,First,23.0,998.0,67.0,5.0,5.0,3.8,8,0.00016666666666666666
5819,Renault KWID RXT Optional,Kochi,2017,21954,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.0,3.7,7,0.0001821991436640248
5828,Nissan Micra XV CVT,Coimbatore,2017,54387,Petrol,Automatic,First,19.0,1198.0,75.0,5.0,9.0,5.85,7,0.00016548072149594572
5829,Renault KWID RXT Optional,Mumbai,2018,1617,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.0,4.29,6,0.0024737167594310453
5830,Honda City i-DTEC SV,Hyderabad,2015,82000,Diesel,Manual,First,25.0,1498.0,98.0,5.0,13.0,8.0,9,0.00015853658536585366
5854,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,5.07,8,0.00021316658968984262
5864,Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.0,1461.0,108.0,5.0,15.0,8.25,10,0.00021428571428571427
5867,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,Diesel,Automatic,First,18.0,1968.0,174.0,5.0,40.0,25.75,7,0.001142857142857143
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.44,7,0.0005176957831325302
5875,Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,49.0,35.0,5,0.01225
5879,Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,Second,13.0,2477.0,175.0,7.0,33.0,11.85,10,0.0004714285714285714
5894,Hyundai Creta 1.6 SX,Hyderabad,2018,9900,Petrol,Manual,First,15.0,1591.0,121.0,5.0,14.0,13.2,6,0.0014141414141414141
5905,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,8.0,4.6,8,6.4e-05
5907,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,Diesel,Automatic,First,19.0,1461.0,108.0,5.0,15.0,11.86,7,0.00043245113302196853
5923,Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,Diesel,Automatic,First,18.0,1968.0,174.0,5.0,36.0,22.99,7,0.0008571428571428571
5928,Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.0,1493.0,100.0,7.0,10.0,7.29,6,0.00026793130241406103
5940,Maruti Dzire LDI,Pune,2018,27000,Diesel,Manual,First,28.0,1248.0,73.0,5.0,7.0,5.9,6,0.00025925925925925926
5941,Renault KWID RXL,Pune,2018,1000,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.0,3.4,6,0.004
5947,Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.0,1462.0,103.0,7.0,10.0,8.0,7,0.00035714285714285714
5959,Toyota Corolla Altis 1.8 G CVT,Delhi,2010,109703,Petrol,Automatic,Second,14.0,1798.0,138.0,5.0,20.0,4.0,14,0.00018231041995205236
5964,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,Petrol,Automatic,First,17.0,1591.0,121.0,5.0,15.0,12.85,6,0.001875
5970,Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,Petrol,Automatic,First,13.0,1991.0,183.0,5.0,39.0,26.76,6,0.0021943397288021155
5971,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,65000,Diesel,Manual,Second,20.0,1498.0,88.0,5.0,10.0,3.5,11,0.00015384615384615385
5974,Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,Petrol,Manual,First,17.0,1198.0,73.0,5.0,8.0,5.75,8,0.00023525952065872667
5981,Maruti Baleno Alpha,Mumbai,2017,6000,Petrol,Manual,First,21.0,1197.0,83.0,5.0,8.0,7.5,7,0.0013333333333333333
5982,Tata Hexa XTA,Jaipur,2016,39000,Diesel,Automatic,First,17.0,2179.0,153.0,7.0,21.0,13.5,8,0.0005384615384615384
5987,Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,Petrol,Manual,First,23.0,1199.0,84.0,5.0,5.0,5.11,7,0.0003249707526322631
5989,Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Diesel,Automatic,Second,18.0,1968.0,187.0,5.0,53.0,16.52,11,0.0009039894932541916
5999,Tata Bolt Revotron XT,Chennai,2016,10000,Petrol,Manual,First,17.0,1193.0,88.0,5.0,7.0,4.0,8,0.0007
6002,Volkswagen Vento 1.6 Highline,Mumbai,2011,38000,Petrol,Manual,First,16.0,1598.0,103.0,5.0,11.0,3.25,13,0.00028947368421052634
6005,Maruti Vitara Brezza VDi,Pune,2016,37208,Diesel,Manual,First,24.0,1248.0,88.0,5.0,9.0,7.43,8,0.00024188346592130723
6010,Honda Brio 1.2 VX MT,Delhi,2013,33746,Petrol,Manual,First,18.0,1198.0,86.0,5.0,6.0,3.2,11,0.00017779885023410183
6014,Maruti Swift VDI,Delhi,2014,27365,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.0,4.75,10,0.00025580120591997074
